                                                                                
                                                                                
Sample,aX,aY,az,Temp,gX,gY,gz                                                   
366,936,-9948,11968,-1792,-57,-328,-28                                          
367,1024,-10128,11764,-1824,-240,-256,-93                                       
368,884,-10020,11684,-1792,-235,-178,-51                                        
369,936,-10072,11776,-1792,-181,-172,-39                                        
370,1008,-9876,11916,-1776,-408,-218,-129                                       
371,988,-10152,11804,-1808,-340,-197,-108                                       
372,1024,-9824,11844,-1824,-357,-119,7                                          
373,880,-10016,11840,-1808,-408,-109,-64                                        
374,916,-9892,11852,-1792,-447,-122,-31                                         
375,908,-10020,11788,-1776,-465,-89,-51                                         
376,1036,-9812,11884,-1808,-363,-264,-91                                        
377,832,-10028,11812,-1808,-694,-36,-80                                         
378,860,-9876,11828,-1808,-322,-340,-93                                         
379,912,-10000,11832,-1776,-536,-192,-86                                        
380,928,-10016,11888,-1840,-590,-209,-130                                       
381,916,-9924,11876,-1792,-480,-128,-33                                         
382,808,-10132,11736,-1824,-324,-193,-96                                        
383,984,-9744,11784,-1824,-432,-283,-138                                        
384,852,-10140,11612,-1824,-435,-227,-132                                       
385,956,-9844,11956,-1776,-105,-215,-129                                        
386,176,-8808,12912,-1808,14,696,-47                                            
387,900,-9836,11912,-1808,-501,-208,-80                                         
388,896,-10024,11796,-1792,-632,-119,-152                                       
389,968,-9844,11860,-1792,-618,-163,-148                                        
390,944,-9932,11828,-1792,-519,-305,-82                                         
391,1116,-9856,11964,-1824,-613,-372,-175                                       
392,860,-10128,11808,-1808,-692,-192,-91                                        
393,1024,-9688,11836,-1808,-534,-301,-73                                        
394,988,-9828,11864,-1808,-841,-235,-137                                        
395,956,-10184,11832,-1792,-1042,-57,-100                                       
396,1004,-10168,11748,-1792,-1118,-744,784                                      
397,920,-10208,11732,-1808,-764,-229,-305                                       
398,892,-10000,11816,-1792,-568,-169,-101                                       
399,1104,-10148,11724,-1808,-826,-318,116                                       
400,1028,-10464,11680,-1776,-688,-60,-97                                        
401,1016,-9968,11680,-1792,-640,-178,-157                                       
402,1096,-10460,11800,-1792,-657,-162,33                                        
403,984,-10060,11596,-1824,-704,-139,-227                                       
404,772,-10224,11600,-1808,-476,-123,-73                                        
405,920,-10292,11700,-1776,-535,-161,-20                                        
406,1012,-10216,11660,-1776,-516,-173,-92                                       
407,972,-10024,11672,-1792,-570,-85,-79                                         
408,688,-10272,11580,-1824,-367,-253,-131                                       
409,908,-10000,11616,-1808,-460,-262,-163                                       
410,1024,-10148,11604,-1808,-582,-218,-165                                      
411,972,-10136,11600,-1824,-404,-342,-167                                       
412,1048,-10100,11748,-1808,-459,-266,-137                                      
413,952,-10112,11688,-1792,-451,-211,-106                                       
414,1012,-10124,11736,-1760,-459,-226,-141                                      
415,808,-10172,11804,-1808,-407,-399,-207                                       
416,960,-10120,11796,-1792,-564,-689,-409                                       
417,1072,-9968,11736,-1808,-763,-630,-462                                       
418,964,-9768,11864,-1776,-2092,-1392,-1395                                     
419,932,-10528,11296,-1808,-2376,-1799,-1895                                    
420,2904,-11084,11248,-1808,-896,-2014,-2717                                    
421,2624,-12040,11236,-1808,-965,-1730,-2926                                    
422,3204,-11668,11236,-1808,-615,-494,-1794                                     
423,2280,-10724,11308,-1792,-631,113,89                                         
424,1956,-10416,11256,-1792,-796,-24,-30                                        
425,2024,-10636,11312,-1760,149,-361,58                                         
426,1960,-10308,11344,-1792,-8,-479,-187                                        
427,2200,-9904,11640,-1760,-1198,-311,-786                                      
428,2396,-11140,11088,-1808,-2040,1559,655                                      
429,1356,-10692,11208,-1808,432,526,817                                         
430,1764,-10520,11588,-1792,92,-468,-205                                        
431,1808,-10460,11368,-1776,-79,-379,-180                                       
432,1832,-10352,11676,-1808,-749,-506,-243                                      
433,1856,-10596,11240,-1792,-1573,135,-325                                      
434,1916,-10788,11124,-1808,207,-48,278                                         
435,1820,-10464,11448,-1776,168,-78,109                                         
436,1760,-10296,11556,-1776,-356,-92,58                                         
437,1732,-10448,11492,-1808,-464,-159,-66                                       
438,1868,-10452,11552,-1776,-256,-379,-101                                      
439,1876,-10320,11556,-1792,-494,-195,-65                                       
440,1820,-10428,11424,-1808,-335,38,-111                                        
441,1732,-10384,11476,-1808,-445,-135,-86                                       
442,1792,-10452,11516,-1792,-368,-211,-72                                       
443,1896,-10344,11500,-1808,-368,-67,18                                         
444,1768,-10284,11536,-1776,-457,-76,-40                                        
445,1656,-10332,11444,-1776,-408,-115,-42                                       
446,1632,-10356,11472,-1776,-618,-94,-89                                        
447,1772,-10408,11384,-1792,-585,-137,-84                                       
448,1880,-10320,11460,-1792,-486,-150,-58                                       
449,1788,-10408,11432,-1808,-519,25,31                                          
450,1728,-10224,11384,-1824,-326,-164,-7                                        
451,1732,-10332,11680,-1776,-460,-119,-55                                       
452,1692,-10300,11480,-1776,-332,-104,-7                                        
453,1768,-10332,11472,-1744,-358,-149,-20                                       
454,1676,-10272,11560,-1792,-455,-200,-108                                      
455,1532,-10288,11600,-1776,-466,-139,-116                                      
456,1692,-10232,11624,-1792,-471,-199,-36                                       
457,1568,-10344,11532,-1776,-435,-232,-77                                       
458,1688,-10288,11544,-1760,-527,-172,-106                                      
459,1800,-10188,11592,-1808,-365,-158,-18                                       
460,1652,-10204,11536,-1776,-526,-132,-48                                       
461,1660,-10352,11608,-1792,-311,-216,-100                                      
462,1640,-10128,11580,-1808,-522,-148,-69                                       
463,1664,-10340,11552,-1792,-365,-267,-105                                      
464,1616,-10220,11636,-1808,-501,-207,-96                                       
465,1672,-10292,11668,-1792,-539,-122,-55                                       
466,1696,-10272,11548,-1792,-441,-229,-78                                       
467,1676,-10252,11588,-1776,-519,-150,-89                                       
468,1644,-10376,11612,-1760,-460,-165,-80                                       
469,1676,-10192,11640,-1808,-558,-187,-89                                       
470,1780,-10344,11736,-1808,-521,-131,-77                                       
471,1640,-10216,11548,-1760,-498,-229,-106                                      
472,1736,-10480,11692,-1776,-493,-237,-118                                      
473,1760,-10264,11592,-1760,-594,-171,-91                                       
474,1704,-10388,11532,-1776,-586,-65,-22                                        
475,1660,-10232,11560,-1776,-439,-292,-141                                      
476,1680,-10244,11552,-1792,-696,-76,-76                                        
477,1504,-10420,11760,-1792,-693,-338,-309                                      
478,1572,-9512,11796,-1792,-1326,-1356,-1400                                    
479,2252,-11044,11948,-1792,-3433,-829,-2048                                    
480,2220,-11104,10948,-1760,-2218,-1209,-2388                                   
481,2876,-10960,11132,-1792,-770,-1406,-1977                                    
482,2384,-10176,11552,-1792,-789,-1021,-1356                                    
483,2352,-10224,11172,-1792,-1097,-878,-1717                                    
484,3456,-11504,10436,-1760,-639,437,-952                                       
485,3120,-10332,11068,-1808,74,-333,-405                                        
486,2780,-10652,11536,-1776,-1221,-342,-630                                     
487,2948,-11228,10812,-1776,-379,-182,-224                                      
488,3068,-10500,10940,-1792,-554,-157,-257                                      
489,2696,-10800,11052,-1808,-974,-216,-182                                      
490,2740,-10428,11028,-1824,-973,-207,-209                                      
491,2896,-11316,11076,-1808,-126,-45,48                                         
492,2808,-10796,11212,-1808,-214,-271,0                                         
493,2788,-10544,10920,-1776,-1135,-384,-372                                     
494,3080,-10628,10788,-1760,-264,-357,28                                        
495,2984,-10668,11024,-1776,-179,-132,66                                        
496,2748,-10876,11132,-1808,303,13,314                                          
497,2572,-11160,11088,-1824,77,-298,-63                                         
498,3124,-11260,10932,-1760,1158,105,-210                                       
499,2812,-10732,11172,-1808,553,204,366                                         
500,2720,-10428,11296,-1808,591,361,457                                         
501,2748,-10472,11300,-1792,908,324,463                                         
502,2636,-10376,11784,-1792,2072,171,454                                        
503,2692,-10828,11968,-1808,2874,897,960                                        
504,2332,-11644,11116,-1808,3941,1126,2952                                      
505,1224,-11668,11308,-1760,5121,-2275,3405                                     
506,2028,-10852,11552,-1744,6300,-3451,4241                                     
507,704,-9696,12188,-1808,3950,-5289,6248                                       
508,164,-8632,12684,-1808,-2448,-5057,11341                                     
509,152,-10128,13232,-1776,-5910,-6518,10477                                    
510,336,-7552,10984,-1744,-7471,-7631,9730                                      
511,2172,-12100,13248,-1792,-2115,-6936,10375                                   
512,3132,-8708,10824,-1776,-1717,-5785,9876                                     
513,2724,-9908,12140,-1792,-2286,-4720,8297                                     
514,2432,-8248,10884,-1792,-1109,-3984,6760                                     
515,3452,-8824,11764,-1776,-1093,-3088,4510                                     
516,4176,-8200,10360,-1792,-2427,-1007,2002                                     
517,2772,-11288,11292,-1792,-3469,-1496,646                                     
518,2860,-12868,11356,-1776,-3129,-1518,462                                     
519,1672,-12492,12036,-1808,-505,-1147,1732                                     
520,1204,-10804,11280,-1776,842,91,2087                                         
521,844,-10468,11436,-1792,679,1783,-1299                                       
522,3072,-6416,10632,-1776,-1003,2233,-3834                                     
523,2088,-13392,10640,-1808,679,601,1629                                        
524,844,-11064,12756,-1808,-588,1578,287                                        
525,-692,-11468,11088,-1776,3814,-926,-165                                      
526,32,-10568,11484,-1760,1668,-1494,-1012                                      
527,444,-10964,11852,-1808,2015,-2275,-1120                                     
528,1888,-13424,12460,-1776,2346,-3607,-2048                                    
529,340,-10792,11920,-1776,3403,1573,5171                                       
530,1180,-6124,9352,-1792,294,670,5298                                          
531,1832,-7328,11456,-1776,-497,-979,1734                                       
532,1668,-7308,13088,-1760,214,-604,-1023                                       
533,1460,-9340,13092,-1776,220,-152,-941                                        
534,1168,-9900,12264,-1776,318,1028,-1271                                       
535,732,-8704,11448,-1776,-410,-397,703                                         
536,940,-9584,12808,-1792,-41,-78,-703                                          
537,512,-8736,12768,-1776,444,375,-255                                          
538,124,-8792,11412,-1760,-1729,-704,-595                                       
539,728,-10372,13692,-1776,-2295,-1521,-318                                     
540,-40,-9800,13020,-1808,-2307,-1146,-495                                      
541,1548,-10304,12980,-1792,-634,-1757,-1552                                    
542,1356,-8980,11748,-1792,-2276,-1987,-1399                                    
543,1948,-9572,13060,-1792,-1064,-2105,-2704                                    
544,988,-10892,11368,-1792,-143,-997,24                                         
545,3224,-11212,14096,-1808,267,741,-24                                         
546,1688,-9064,12400,-1808,84,1939,915                                          
547,1680,-8860,10704,-1792,-1508,650,-832                                       
548,3344,-9580,10208,-1776,-2649,-1356,-3008                                    
549,2740,-10484,14416,-1776,155,125,-946                                        
550,1132,-8424,11448,-1776,-2419,-282,-1675                                     
551,336,-9804,11552,-1776,-640,516,-731                                         
552,2416,-10484,12536,-1792,-1678,-1727,-240                                    
553,2580,-8928,11720,-1760,-1533,-1752,-1759                                    
554,3348,-10888,11336,-1792,-1548,-2415,-1688                                   
555,2864,-10808,12072,-1808,-785,1049,220                                       
556,2312,-10392,11416,-1776,-1925,159,3021                                      
557,1968,-9912,11744,-1792,995,897,2303                                         
558,1476,-9612,12248,-1760,-480,718,988                                         
559,1792,-10336,13196,-1760,-703,41,220                                         
560,2000,-10652,11804,-1792,-2227,921,-734                                      
561,2324,-9872,11256,-1744,-165,1268,-193                                       
562,1916,-9680,11496,-1776,679,1830,588                                         
563,2064,-10120,12892,-1808,-224,463,296                                        
564,1216,-10028,11420,-1776,-1417,59,483                                        
565,1508,-12160,12120,-1776,-287,779,696                                        
566,1356,-10144,11804,-1808,-158,995,825                                        
567,616,-9560,11612,-1792,-188,895,-44                                          
568,276,-9328,11584,-1776,-173,-6,324                                           
569,688,-10236,12332,-1792,-998,-111,33                                         
570,848,-10004,11968,-1744,-140,89,-89                                          
571,944,-10644,12044,-1776,-376,-20,117                                         
572,788,-9756,11712,-1776,698,-178,375                                          
573,612,-9096,11272,-1760,-745,-589,246                                         
574,800,-9764,12076,-1760,-1220,-1096,153                                       
575,1284,-9816,12196,-1776,-1462,-1363,477                                      
576,972,-10384,11992,-1760,-1318,-640,79                                        
577,1548,-10168,12372,-1760,467,-1140,640                                       
578,1296,-10096,11288,-1808,-948,-760,-383                                      
579,2688,-10952,14280,-1792,-401,-388,291                                       
580,972,-8688,10440,-1776,-418,1240,639                                         
581,948,-9732,9680,-1776,-671,403,391                                           
582,1212,-10872,12492,-1792,-1528,334,59                                        
583,744,-10016,12316,-1760,-738,634,-865                                        
584,860,-9568,12180,-1760,-127,-23,-279                                         
585,1368,-10864,12128,-1760,337,472,-228                                        
586,504,-9624,10576,-1776,-1705,391,-383                                        
587,192,-11192,12104,-1744,528,-354,142                                         
588,344,-10152,11532,-1776,24,105,-822                                          
589,532,-10040,11788,-1792,524,-519,-61                                         
590,376,-10128,11908,-1760,-609,-934,12                                         
591,848,-10760,12044,-1760,537,-634,102                                         
592,636,-6528,7560,-1792,-1808,-1307,-871                                       
593,1304,-11192,12268,-1760,168,612,-352                                        
594,1016,-9668,10672,-1776,-3,764,-221                                          
595,1304,-10408,12060,-1792,-1686,404,-227                                      
596,924,-11028,12544,-1776,681,241,-207                                         
597,412,-9420,11220,-1744,-659,150,-312                                         
598,136,-10668,11888,-1776,-39,-526,838                                         
599,228,-9360,12924,-1776,426,-425,575                                          
600,192,-9572,11196,-1792,1451,-1361,689                                        
601,380,-9052,12280,-1776,-610,-626,-851                                        
602,1048,-10024,12708,-1776,-1663,917,-1233                                     
603,900,-6720,12264,-1760,-2159,737,-1754                                       
604,840,-10316,12516,-1776,-1019,1021,-3173                                     
605,452,-10528,10136,-1776,253,-620,-2912                                       
606,2620,-14132,12944,-1776,-3875,-295,-2443                                    
607,632,-11812,9820,-1760,719,1158,1352                                         
608,720,-8176,10920,-1760,135,225,643                                           
609,892,-10652,12592,-1792,-1103,-298,-414                                      
610,1352,-10508,13196,-1760,632,-584,-455                                       
611,464,-10072,11472,-1792,-613,-1034,152                                       
612,1884,-10824,12644,-1776,1429,-2,1037                                        
613,1608,-10136,11960,-1808,-1426,457,781                                       
614,760,-10604,11728,-1792,187,340,572                                          
615,396,-9964,11900,-1792,576,-105,697                                          
616,828,-9148,11832,-1744,-401,-441,886                                         
617,492,-9836,12744,-1776,1244,-1188,569                                        
618,456,-8880,9696,-1776,-1245,-1681,1318                                       
619,868,-9432,12764,-1792,2517,-1336,144                                        
620,976,-10556,11896,-1744,2929,-786,890                                        
621,892,-8740,12504,-1744,2582,-266,1189                                        
622,216,-8692,12348,-1776,1458,-712,251                                         
623,692,-8364,13784,-1808,2168,-636,653                                         
624,-288,-8604,12404,-1744,-179,-65,840                                         
625,728,-8312,11948,-1744,-1856,-4459,-954                                      
626,2576,-8772,11780,-1792,-6140,-6827,-4549                                    
627,2712,-10600,12184,-1760,-3289,-3952,-200                                    
628,3200,-9788,10632,-1792,-1834,-3290,182                                      
629,5100,-6552,17012,-1776,-1558,623,-228                                       
630,2020,-8956,10168,-1760,-976,2018,403                                        
631,2348,-10056,11676,-1760,-1495,1552,336                                      
632,1956,-10888,11552,-1776,-455,98,287                                         
633,2532,-9724,12384,-1776,-1578,1598,812                                       
634,1224,-7372,8868,-1760,-425,1648,1338                                        
635,2320,-10572,13976,-1760,1054,1703,287                                       
636,896,-9280,11560,-1776,758,513,635                                           
637,64,-6548,11688,-1792,505,-552,-1157                                         
638,652,-9832,11640,-1760,-1612,-1013,-1271                                     
639,1544,-9852,11668,-1776,-1071,-1675,-1575                                    
640,2024,-8924,11540,-1776,-2188,-1830,-1738                                    
641,3980,-10284,13572,-1744,-1209,-1011,-520                                    
642,1972,-8904,10156,-1776,-996,1244,653                                        
643,2152,-9280,11440,-1776,222,1580,1258                                        
644,1968,-10440,12888,-1760,334,954,153                                         
645,1600,-8840,12344,-1760,1921,547,153                                         
646,1596,-10168,12868,-1792,-1599,-314,123                                      
647,2212,-9704,12228,-1776,2787,1975,74                                         
648,2372,-8600,11988,-1776,1726,1602,100                                        
649,1600,-9900,13820,-1776,891,267,-383                                         
650,300,-9848,6992,-1776,34,-476,-710                                           
651,1060,-9952,12912,-1776,1023,-36,299                                         
652,848,-8876,11828,-1760,-22,117,-410                                          
653,952,-8396,12480,-1776,-1311,-768,226                                        
654,1356,-9124,13180,-1776,-1188,-1360,523                                      
655,880,-9208,11836,-1760,-2862,-2871,-526                                      
656,2416,-10244,13288,-1760,-2979,-4195,-4282                                   
657,3060,-11224,12104,-1760,-3400,-3957,-5447                                   
658,4564,-9112,10736,-1760,-61,-118,-1709                                       
659,3664,-7552,12488,-1776,211,1675,307                                         
660,2916,-8632,10840,-1776,-2169,3035,671                                       
661,2084,-9708,10980,-1760,2189,3309,2215                                       
662,3216,-12464,15260,-1776,2667,3219,1139                                      
663,-240,-8156,9156,-1792,67,-531,804                                           
664,1520,-10296,13024,-1776,-1952,-2112,314                                     
665,2088,-9936,13028,-1760,15,-1867,-2256                                       
666,1828,-7936,10468,-1776,-2285,-3453,-3675                                    
667,4224,-7768,12404,-1744,-383,-1960,-2064                                     
668,3724,-7048,9352,-1760,-2132,-1491,-1670                                     
669,3304,-10232,12404,-1792,-3161,2951,227                                      
670,2108,-9268,8748,-1744,1468,2929,1574                                        
671,2544,-11440,13228,-1744,2298,2464,1658                                      
672,1824,-10004,12956,-1792,1804,1553,1184                                      
673,1412,-9672,12592,-1776,1080,-69,1140                                        
674,448,-4184,10412,-1760,-1260,-2005,1011                                      
675,3184,-9336,13528,-1776,-771,516,-435                                        
676,1788,-9084,10584,-1776,721,1837,1264                                        
677,1920,-8712,12780,-1776,259,1715,1525                                        
678,1164,-8512,12716,-1776,-858,903,421                                         
679,1056,-9264,12560,-1712,-667,295,-75                                         
680,1028,-8784,12308,-1776,-276,4,206                                           
681,1024,-9024,12268,-1776,-1195,-468,177                                       
682,1152,-10060,12628,-1728,-1087,-823,631                                      
683,1212,-9376,11784,-1776,-965,-1048,477                                       
684,1056,-8924,12204,-1776,-2103,-1968,240                                      
685,2124,-7520,12988,-1808,-856,-1808,-1189                                     
686,2236,-9196,12696,-1760,-1852,-1093,-954                                     
687,2144,-8536,12040,-1792,-2520,-125,-799                                      
688,1728,-11720,13156,-1808,-312,-70,-118                                       
689,-424,-5588,9380,-1792,-757,-1139,-1922                                      
690,2360,-9276,12240,-1776,-4508,-345,223                                       
691,2164,-10620,10968,-1792,604,616,834                                         
692,1884,-9048,11160,-1776,-684,-8,2495                                         
693,1640,-10372,12388,-1760,988,-206,2718                                       
694,1448,-9116,12336,-1760,217,-791,764                                         
695,1480,-9668,12320,-1760,-952,-407,84                                         
696,1468,-9792,11604,-1776,-1335,-296,72                                        
697,1508,-10396,11892,-1728,-377,-571,-36                                       
698,1732,-9680,11888,-1744,321,-573,263                                         
699,1740,-9708,12076,-1776,-193,-474,-179                                       
700,1576,-9768,11936,-1744,-975,-521,-216                                       
701,1724,-9944,11820,-1760,-1575,-143,-700                                      
702,2000,-11224,12600,-1776,89,-495,-45                                         
703,1740,-8096,9888,-1744,-914,-1061,-1231                                      
704,3392,-11068,12804,-1760,-743,427,498                                        
705,1740,-9992,10572,-1760,-57,1074,1058                                        
706,1264,-9652,11840,-1744,1118,1036,415                                        
707,848,-8932,11684,-1776,1241,142,-331                                         
708,1140,-8556,11840,-1744,-1239,-790,-1191                                     
709,1812,-9824,12024,-1760,-596,80,-531                                         
710,1576,-9508,11076,-1760,-1487,-62,-303                                       
711,1776,-8640,12452,-1776,-418,915,53                                          
712,1288,-9216,11996,-1760,-810,25,279                                          
713,1332,-10392,11768,-1776,-289,286,-489                                       
714,1080,-9432,11884,-1792,-158,-661,559                                        
715,1168,-11948,11364,-1728,1261,-370,54                                        
716,1360,-9072,14628,-1776,-4893,-994,-968                                      
717,2344,-10828,11296,-1760,634,141,519                                         
718,1920,-9072,10984,-1760,274,1049,781                                         
719,2248,-9560,12764,-1760,-633,275,598                                         
720,1336,-10200,12968,-1744,-692,327,68                                         
721,1408,-9796,12364,-1744,668,909,-499                                         
722,1112,-10036,11828,-1776,212,1073,-848                                       
723,1084,-9364,11452,-1760,-329,513,-927                                        
724,768,-9616,12104,-1760,-1117,33,-411                                         
725,1048,-10016,12364,-1760,-908,-7,119                                         
726,1196,-10084,12156,-1744,-153,252,978                                        
727,1068,-9724,11876,-1760,-9,514,551                                           
728,780,-9852,11888,-1744,-69,366,18                                            
729,752,-9692,11744,-1744,-126,-339,731                                         
730,280,-10792,12640,-1776,306,-1183,175                                        
731,184,-9408,10356,-1744,-585,-2268,354                                        
732,876,-9500,13992,-1760,3589,-1916,1150                                       
733,1424,-10600,13044,-1760,5408,-891,1574                                      
734,412,-7836,12108,-1792,2297,-1561,1367                                       
735,1964,-12700,14164,-1728,5334,-2702,-900                                     
736,688,-6012,12784,-1760,2441,507,3704                                         
737,-2816,-6908,13960,-1760,3157,952,5269                                       
738,548,-4248,13300,-1728,3747,-196,3013                                        
739,1600,-6852,12452,-1760,-76,-71,1885                                         
740,1936,-5972,12432,-1760,1409,217,1078                                        
741,1048,-6080,12568,-1760,142,-21,346                                          
742,692,-6388,13632,-1728,1812,-752,12                                          
743,1428,-7236,13788,-1776,514,-1055,834                                        
744,2528,-5496,15668,-1744,1728,372,-15                                         
745,748,-6628,14288,-1744,-2174,1466,-1755                                      
746,1016,-5740,12956,-1760,-1783,518,-1319                                      
747,176,-6320,13516,-1760,95,-197,-1093                                         
748,36,-6712,14108,-1776,-690,-386,-1131                                        
749,-408,-6936,14684,-1744,-749,-134,144                                        
750,-84,-6652,14396,-1744,-1028,-280,-101                                       
751,-584,-6984,14288,-1760,13,35,225                                            
752,-244,-6660,12036,-1744,-181,-1434,725                                       
753,1932,-8148,13872,-1776,4560,-1272,28                                        
754,3176,-3860,13536,-1776,-4035,1232,-786                                      
755,1608,-6984,11708,-1760,-1892,78,-884                                        
756,1556,-5172,12904,-1776,107,-142,-1112                                       
757,1532,-6892,14908,-1776,-1433,562,-1732                                      
758,1884,-5404,13836,-1728,-3028,2177,-2479                                     
759,1368,-4584,12140,-1760,-4928,1343,-1316                                     
760,80,-7864,13444,-1744,-4664,1303,-1326                                       
761,-2292,-6436,13420,-1760,-1860,544,-2309                                     
762,-1780,-9988,13124,-1744,-4190,-733,-2198                                    
763,-788,-6832,13452,-1760,-3856,148,-1184                                      
764,532,-10832,13028,-1744,-3728,132,-81                                        
765,140,-8300,11840,-1776,-2592,-498,-305                                       
766,956,-7660,12412,-1728,-2850,-1826,-97                                       
767,1628,-9872,12300,-1760,-3182,-2681,-345                                     
768,2656,-13884,16036,-1760,-1461,668,50                                        
769,504,-8952,11884,-1728,2692,2702,1389                                        
770,-208,-8008,10560,-1744,-474,1196,538                                        
771,-388,-7372,10876,-1776,-2731,-1329,-568                                     
772,840,-10704,14512,-1728,-1538,-2172,-306                                     
773,1888,-9296,15588,-1728,-2566,-2090,-1044                                    
774,1760,-10564,11392,-1728,-690,285,-737                                       
775,1312,-12088,13764,-1744,528,1147,-702                                       
776,168,-10720,13060,-1744,-1907,1174,620                                       
777,1068,-10120,12040,-1760,-1586,82,-1064                                      
778,500,-8476,11900,-1776,-112,-1290,763                                        
779,-176,-11432,13668,-1776,1504,-1573,1061                                     
780,12,-9444,12648,-1744,3086,-1313,1343                                        
781,984,-8504,12360,-1744,2398,-2802,-1434                                      
782,3376,-7736,12016,-1728,3486,-1550,-362                                      
783,2700,-7756,12756,-1760,-624,-1269,25                                        
784,2540,-7348,15088,-1760,-837,1046,23                                         
785,1268,-6648,10948,-1760,-2617,1747,24                                        
786,1100,-8068,10988,-1792,-1932,655,896                                        
787,780,-10692,14468,-1744,184,394,55                                           
788,652,-8476,12508,-1776,-1773,20,-439                                         
789,2248,-6916,14488,-1760,-2294,75,1489                                        
790,1072,-7608,11740,-1760,-1501,480,383                                        
791,1680,-7920,11496,-1760,-1951,-368,272                                       
792,1268,-8528,13012,-1744,-2773,-975,-663                                      
793,1296,-11212,13416,-1760,-796,-188,341                                       
794,748,-9880,12084,-1744,115,178,166                                           
795,520,-8928,11928,-1728,-553,-321,-29                                         
796,456,-8692,12652,-1760,-1811,-1460,206                                       
797,936,-9776,12784,-1744,-574,-863,43                                          
798,1216,-9488,12292,-1760,-109,-450,374                                        
799,1192,-9508,12208,-1760,-728,-302,516                                        
800,1072,-8732,12268,-1776,-427,-496,517                                        
801,1200,-10288,12260,-1744,-620,-720,434                                       
802,1008,-8196,12212,-1728,3,-221,-462                                          
803,1316,-10108,13024,-1776,-1200,-794,53                                       
804,1264,-11064,13896,-1728,1252,-14,1181                                       
805,832,-6348,11180,-1744,-1869,-1791,-704                                      
806,3132,-10916,14508,-1760,-4132,-2134,-1423                                   
807,2012,-8984,11200,-1760,96,-16,-112                                          
808,1612,-10524,12828,-1744,-1057,273,-380                                      
809,984,-10592,9924,-1744,-1123,-1244,291                                       
810,3088,-12200,14728,-1776,338,372,888                                         
811,632,-9240,10828,-1744,-573,851,246                                          
812,1044,-9568,12032,-1744,-510,1137,705                                        
813,1200,-9788,12928,-1744,1164,724,-148                                        
814,704,-9224,11568,-1712,-110,335,-212                                         
815,1020,-8828,12292,-1744,-1560,69,613                                         
816,632,-9624,12272,-1760,-1514,153,115                                         
817,1044,-9992,12180,-1760,-445,174,339                                         
818,788,-10320,12492,-1728,-444,277,-511                                        
819,720,-8976,11564,-1728,-636,190,-453                                         
820,760,-10060,12424,-1728,-1494,120,-873                                       
821,548,-9772,11948,-1728,-93,-64,-100                                          
822,824,-9228,11656,-1760,-1006,-265,-285                                       
823,1040,-9920,12144,-1760,-1261,-96,-235                                       
824,816,-9360,12092,-1744,-1046,-223,-241                                       
825,1108,-9996,11844,-1760,-234,-224,-22                                        
826,816,-9532,11832,-1728,-607,-82,-57                                          
827,880,-10048,12284,-1744,601,-158,-587                                        
828,876,-9512,11924,-1744,-677,-80,-473                                         
829,880,-9416,11956,-1744,-781,-87,-423                                         
830,1064,-9768,12372,-1760,-612,-222,-278                                       
831,880,-9520,12068,-1744,-1333,-153,-461                                       
832,1776,-10100,12004,-1760,-1036,67,560                                        
833,1148,-9912,11948,-1728,-873,311,-311                                        
834,780,-8816,11660,-1728,-350,-776,492                                         
835,964,-9716,12080,-1760,-634,-394,-152                                        
836,508,-9876,11560,-1744,-1248,-561,-387                                       
837,2196,-10484,12032,-1776,2004,-142,-2544                                     
838,1756,-10572,11584,-1776,-538,690,-1449                                      
839,1472,-9416,11272,-1728,875,18,-242                                          
840,872,-9240,11708,-1744,-548,-420,-532                                        
841,352,-11000,11712,-1744,-1538,-220,-191                                      
842,820,-10252,12108,-1744,-371,-206,456                                        
843,1004,-10456,11680,-1744,195,-194,799                                        
844,1228,-9336,12316,-1744,-571,-3,632                                          
845,644,-9136,11904,-1776,-840,-340,411                                         
846,1224,-9696,12464,-1760,-434,-463,-131                                       
847,1016,-9244,11844,-1744,-506,-151,-289                                       
848,868,-9912,12104,-1744,-1297,-525,-270                                       
849,1080,-9972,11448,-1728,-1154,-429,436                                       
850,1156,-10348,11660,-1776,206,-663,1111                                       
851,1116,-9824,12368,-1744,637,-382,673                                         
852,988,-9200,11920,-1744,-327,-119,606                                         
853,1228,-9388,12124,-1776,-161,-215,503                                        
854,1380,-10332,12840,-1744,-528,44,41                                          
855,560,-8848,10948,-1712,-310,-279,-170                                        
856,1524,-9452,14036,-1712,-2163,-491,-319                                      
857,964,-10372,10548,-1728,-1294,-69,1256                                       
858,1088,-9980,11164,-1744,-2172,30,842                                         
859,1136,-9420,12704,-1744,-1265,194,-601                                       
860,372,-10712,12544,-1776,-1737,465,-1896                                      
861,264,-11228,11724,-1728,1860,-1197,344                                       
862,1380,-10552,12668,-1744,-4656,-988,135                                      
863,1108,-11456,11096,-1728,322,-510,658                                        
864,1220,-9264,11108,-1744,483,-222,-708                                        
865,828,-9540,12264,-1744,-572,-600,-694                                        
866,1008,-10236,12352,-1744,-1108,-479,48                                       
867,1228,-9696,11864,-1728,-307,-71,-809                                        
868,924,-9828,11728,-1760,-701,-20,-198                                         
869,900,-9352,11544,-1728,-1355,-531,231                                        
870,892,-10144,11864,-1728,-1663,-460,579                                       
871,1208,-10092,11884,-1712,-1195,43,-130                                       
